1001	10001	
1001	10002	
1002	10003	
1002	10004	
1002	10005	
1002	10006	
1002	10007	
1002	10008	
1002	10009	
1002	10010	
1002	10011	
1002	10012	
1002	10013	
1002	10014	
1002	10015	
1002	10016	
1002	10017	
1002	10018	
1003	10019	
1003	10020	
1003	10021	
1003	10022	
1003	10023	
1003	10024	
1003	10025	
1003	10026	
1003	10027	
1003	10028	
1003	10029	
1003	10030	
1003	10031	
1003	10032	
1003	10033	
1003	10034	
1004	10035	
1004	10036	
1004	10050	
1004	10051	
1004	10052	
1004	10053	
1004	10054	
1004	10055	
1004	10056	
1004	10057	
1004	10058	
1004	10059	
1004	10060	
1004	10061	
1004	10062	
1004	10063	
1005	10064	
1005	10065	
1005	10066	
1005	10067	
1005	10068	
1005	10069	
1005	10070	
1005	10071	
1005	10072	
1005	10073	
1005	10074	
1005	10075	
1005	10076	
1006	10077	
1006	10078	
1006	10079	
1006	10080	
1006	10081	
1006	10082	
1006	10083	
1006	10084	
1006	10085	
1006	10086	
1006	10087	
1006	10088	
1006	10089	
1006	10090	
1006	10091	
1006	10092	
1006	10093	
1006	10094	
1006	10095	
1006	10096	
1006	10097	
1006	10098	
1006	10099	
1006	10100	
1006	10101	
1006	10102	
1006	10103	
1006	10104	
1007	10105	
1007	10106	
1007	10107	
1007	10108	
1007	10109	
1007	10110	
1007	10111	
1007	10112	
1007	10113	
1007	10114	
1007	10115	
1007	10116	
1007	10117	
1007	10118	
1007	10119	
1007	10120	
1007	10121	
1007	10122	
1008	10123	
1008	10124	
1008	10125	
1008	10126	
1008	10127	
1008	10128	
1008	10129	
1008	10130	
1008	10131	
1008	10132	
1008	10133	
1008	10134	
1008	10135	
1008	10136	
1008	10137	
1008	10138	
1008	10139	
1008	10140	
1008	10141	
1008	10142	
1008	10143	
1008	10144	
1008	10145	
1008	10146	
1008	10147	
1008	10148	
1008	10149	
6001	60001	
6001	60002	
6001	60003	
6001	60004	
6001	60005	
6001	60006	
6001	60007	
6001	60008	
6001	60009	
6001	60010	
6001	60011	
6001	60012	
6001	60013	
6001	60014	
6002	60015	
6002	60016	
6003	60017	
6003	60018	
6003	60019	
6003	60020	
6003	60021	
6003	60022	
6003	60023	
6003	60024	
6003	60025	
6003	60026	
6003	60027	
6003	60028	
6003	60029	
6003	60030	
6003	60031	
6003	60032	
6004	60033	
6004	60034	
6004	60035	
6004	60036	
6004	60037	
6004	60038	
6004	60039	
6004	60040	
6004	60041	
6004	60042	
6004	60043	
6004	60044	
6004	60045	
6004	60046	
6004	60047	
6004	60048	
6004	60049	
6004	60050	
6004	60051	
6004	60052	
6004	60053	
6005	60055	
6005	60056	
6005	60057	
6005	60058	
6005	60059	
6005	60060	
6005	60061	
6005	60062	
6005	60063	
6006	60064	
6006	60065	
6006	60066	
6006	60067	
6006	60068	
6006	60069	
6006	60070	
6006	60071	
6006	60072	
6006	60073	
6006	60074	
6006	60075	
6006	60076	
6007	60077	
6007	60078	
6007	60079	
6007	60080	
6007	60081	
6007	60082	
6007	60083	
6007	60084	
6007	60085	
6007	60086	
6007	60087	
6007	60088	
6007	60089	
6007	60090	
6007	60091	
6007	60092	
6008	60094	
